"ID_REF"    "CD4T_Cxcr5+Bcl6+_1"	"CD4T_Cxcr5+Bcl6+_2"	"CD4T_Cxcr5-Bcl6-_1"	"CD4T_Cxcr5-Bcl6-_2"	"CD4T_Cxcr5+Bcl6-_1"	"CD4T_Cxcr5+Bcl6-_2"
10348666	8.146244	8.027498	7.814392	7.873554	7.902786	7.711364
10348670	10.63873	10.87711	10.29394	10.52717	10.38066	10.46159
10348682	9.032821	8.902457	8.589768	8.764997	8.679585	8.685601
10348697	8.1583	8.01466	7.813495	8.044432	7.987422	7.81623
10348702	6.435155	6.460399	6.35699	6.575407	6.357221	6.577921
10348713	7.393385	7.2475	7.256379	7.459086	7.222262	7.197509
10348739	7.932186	7.955469	7.603201	7.780758	7.661551	7.715033
10348775	10.3592	10.27749	10.87714	10.73195	10.67813	10.6035
10348789	7.221849	7.285145	7.593067	7.367983	7.591259	7.579531
10348791	7.536119	7.499402	7.2385	7.284951	7.153798	7.163635
10348817	11.69922	11.56089	11.87441	11.56682	11.80208	11.72063
10348829	6.891838	6.819232	6.949174	6.895804	6.845536	6.799671
10348858	8.595145	8.481565	8.43068	8.57133	8.558581	8.476333
10348864	8.058087	7.678432	8.227815	7.920966	8.237267	8.017548
10348866	9.641581	9.879076	10.03548	9.832042	9.991286	9.948225
10348879	9.747006	9.855206	10.42577	10.19025	10.19022	10.01984
10348889	8.823396	8.786325	8.15416	7.929567	8.471224	8.364347
10348896	6.593065	6.523516	6.233785	6.588603	6.254532	6.262766
10348902	6.737045	6.520271	6.077352	6.635972	6.256498	6.211875
10348906	7.310341	7.395838	7.338518	7.314126	7.06188	7.491438
10348910	7.705894	7.669821	7.390535	7.587837	7.628877	7.499515
10348917	8.407852	8.382374	8.066108	8.096882	8.105835	8.062771
10348924	14.17091	14.09453	14.09789	14.11332	14.08689	14.09674
10348927	4.559919	4.401089	4.396821	4.340065	4.14848	4.215158
10348929	12.64512	12.59225	12.78648	12.6304	12.63485	12.60298
10348932	9.36021	9.490495	9.295866	9.322044	9.548298	9.521395
10348943	4.168605	4.183296	4.020387	4.120574	4.102621	4.171679
10348945	6.814817	6.574752	6.19761	6.60002	6.596244	6.542354
10348947	4.778261	4.769758	4.443149	4.755894	4.523583	4.61026
10348963	6.043777	5.96173	5.789015	5.836911	5.630568	5.661764
10348983	5.840025	5.779474	5.607928	5.568582	5.573504	5.580926
10348992	3.945871	3.981255	4.053889	4.007917	3.866678	3.952438
10348994	4.816705	5.030317	4.839935	4.907116	4.787454	4.800822
10348996	5.269287	5.22464	4.911121	5.330781	5.328501	5.183533
10348999	6.539986	6.529379	6.572539	6.777508	6.584147	6.695499
10349014	13.13351	13.21115	12.97603	12.93616	13.04913	13.10187
10349016	10.08291	10.18482	10.07097	9.909778	9.931096	9.969406
10349049	12.45724	12.45609	12.64514	12.63737	12.60731	12.65049
10349051	7.574773	7.388892	7.30968	7.558951	7.359842	7.310338
10349065	10.23458	10.36648	10.64417	10.6327	10.4415	10.4399
10349081	9.02944	9.22765	10.22129	10.07834	9.980396	9.909074
10349100	10.09303	9.705534	9.569287	9.610941	9.985325	10.02774
10349102	7.458302	7.430397	7.817828	7.729231	7.571673	7.383806
10349108	5.686437	5.487741	5.506127	5.655371	5.470694	5.335981
10349118	4.92787	4.993308	4.861172	5.007295	4.932731	4.802495
10349129	5.348487	5.391957	5.28972	5.347851	5.396953	5.364991
10349138	5.116655	5.203249	5.03957	5.24466	5.134798	4.879643
10349147	4.31974	4.390584	4.413127	4.275191	4.226708	4.248151
10349157	6.026397	6.045923	5.889854	6.018417	5.982404	5.743659
10349166	4.991163	4.921762	5.182775	5.030313	4.969168	4.735667
10349174	6.321749	6.353769	6.134901	6.408113	6.121989	6.074867
10349184	6.053138	6.129262	6.129094	6.218637	6.075419	6.05954
10349206	5.286097	5.241539	5.203285	5.259233	5.123181	5.046114
10349208	6.223412	6.200665	6.188271	6.42331	6.229627	6.276433
10349233	4.655973	4.700212	4.473694	4.675106	4.508857	4.426254
10349237	4.445788	4.528371	4.33637	4.294858	4.437566	4.295936
10349239	10.87707	10.84922	12.4538	12.10852	12.06215	11.85098
10349249	10.23034	10.4346	10.11352	10.1879	10.29444	10.36761
10349295	7.689635	7.53787	7.289881	7.495452	7.452257	7.416593
10349314	6.979659	6.83168	6.578929	6.962108	6.771586	6.626537
10349316	9.416579	9.654003	10.48011	10.47439	10.16577	10.1396
10349319	7.411129	7.367659	7.255502	7.391443	7.244685	7.345387
10349333	8.234188	8.228681	8.196055	8.214135	8.08474	8.250559
10349340	8.273121	8.024688	7.819735	8.060115	7.813242	7.891534
10349345	7.217227	7.07017	7.303419	7.470271	7.181324	7.252801
10349348	8.967472	9.024527	9.034925	8.981523	9.004244	9.00945
10349376	6.196492	6.163738	6.061409	6.170563	6.056229	5.97032
10349378	7.102389	6.813518	6.831975	6.995187	6.90766	7.006248
10349383	8.283514	8.543488	7.693281	7.556025	7.816106	7.708081
10349401	6.929107	6.810497	6.644865	6.679821	6.643196	6.58577
10349404	10.17057	10.37873	10.45182	10.428	10.16407	10.08016
10349427	7.813401	7.530196	7.619251	7.509438	7.462777	7.546898
10349429	7.827782	7.658141	7.686915	7.760345	7.452486	7.532758
10349431	6.1403	5.974943	5.919257	6.048696	5.93146	5.987081
10349442	11.06434	11.13896	11.19464	10.98794	11.04584	11.06509
10349453	9.951374	10.06898	10.32214	10.06394	10.10842	10.01563
10349478	14.10088	14.01686	14.09743	14.08899	14.07768	14.08324
10349480	11.17024	11.27299	11.34364	11.43302	11.23807	11.24423
10349510	7.63579	7.951589	8.060135	8.081184	7.806153	7.851359
10349512	10.86933	10.93676	11.21078	11.15393	11.0638	11.097
10349527	6.384174	6.220045	6.112568	6.318997	6.140204	6.047649
10349529	7.395466	7.242291	6.943043	7.200942	7.067415	7.16275
10349559	8.597181	8.579574	9.070086	8.831481	8.718319	8.670972
10349562	7.321566	7.089765	7.130542	7.266889	7.163704	7.165756
10349569	6.011134	6.216689	6.145761	6.091261	6.356894	6.013953
10349571	6.967633	6.795086	6.492969	6.883628	6.666209	6.63063
10349580	6.992707	6.928319	6.985888	6.988429	6.970488	6.843709
10349593	7.734627	7.607893	7.288894	7.571155	7.44153	7.429157
10349603	7.396852	8.015066	10.25369	10.18231	10.82439	10.7162
10349610	9.585667	9.572447	9.666267	9.586699	9.697145	9.594007
10349634	5.672448	6.155178	5.6746	5.720824	5.653333	5.360569
10349637	7.242135	7.468861	7.345172	6.766431	7.915183	7.805905
10349644	7.10797	7.085213	6.84377	7.035725	6.936389	7.192914
10349648	12.78657	12.75168	12.02316	12.08384	12.51266	12.40455
10349661	7.079433	6.979951	6.908856	6.984733	6.909535	6.914318
10349671	6.963664	7.037613	6.922198	6.963691	6.841458	6.952015
10349694	6.848026	6.770088	6.570115	6.580845	6.588094	6.716439
10349711	11.02029	11.38743	11.60306	11.90246	11.48547	11.66115
10349724	9.423494	9.695657	9.383929	9.433912	9.811069	9.733699
10349733	10.99568	11.13834	11.3987	11.24798	11.35125	11.37187
10349744	8.19179	7.981989	7.850735	7.984989	7.846272	7.790106
10349752	11.8066	11.84752	11.70763	11.65815	11.76838	11.74339
10349761	5.02155	4.935194	4.808582	4.827271	4.891131	4.925514
10349769	6.272225	6.161593	6.138475	6.215143	6.121922	6.104993
10349771	8.427691	8.043593	8.582559	8.282894	8.327614	8.315987
10349773	7.395571	7.180489	6.982639	7.102455	7.073039	7.027498
10349782	7.107873	7.109369	7.785438	7.786622	7.286041	7.21547
10349791	4.013702	4.048893	3.980921	4.000153	3.946618	3.922571
10349793	8.339434	8.463357	8.805978	8.75122	8.405951	8.396789
10349809	9.821426	9.918095	9.878881	9.795855	9.882954	9.893549
10349821	8.234328	8.317678	8.374473	8.098928	8.356791	8.272371
10349826	7.532104	7.39152	6.943741	7.304791	7.048907	7.194186
10349828	8.315279	8.033126	7.955115	8.150143	7.948951	8.10105
10349832	8.798219	8.489323	9.147742	8.653267	8.795033	8.955903
10349834	8.529329	8.708907	8.367367	8.469435	8.363767	8.305824
10349868	9.662195	9.870239	10.38983	10.20365	10.12354	10.09646
10349872	7.695681	7.654868	7.783616	7.81109	7.634022	7.612313
10349876	7.373989	7.173134	7.019928	7.238436	7.015451	7.07372
10349904	7.981418	7.937524	7.829812	7.896143	7.74276	7.764873
10349913	8.15409	8.013172	7.886579	8.039153	7.887247	8.013501
10349922	7.618985	7.424045	7.37209	7.413057	7.297701	7.377262
10349932	5.696266	5.83825	5.853453	5.899458	5.753148	5.959648
10349943	4.051327	4.208271	4.213187	4.164536	4.273499	4.092358
10349945	7.902445	7.738381	7.351678	7.570192	7.588624	7.636146
10349947	7.165216	6.815381	6.849762	7.093317	6.956553	6.900756
10349951	5.959624	5.63979	5.796044	5.868872	5.737426	5.788512
10349953	6.252305	6.252116	6.111453	6.267498	6.131355	6.238169
10349968	7.574542	7.425863	7.336867	7.574391	7.466645	7.489491
10349980	7.759889	7.36758	7.287212	7.604084	7.362483	7.500287
10349993	7.193407	7.020628	7.016072	7.106229	7.131062	6.998615
10349997	6.856837	6.907371	6.608761	6.738036	6.686193	6.511548
10350003	9.15562	9.273214	9.184797	9.100985	9.239336	9.065781
10350015	11.14611	11.13529	10.91402	10.95151	10.93513	10.98281
10350024	7.890344	8.035904	8.416672	8.169223	8.348876	8.150594
10350039	10.33171	10.38266	10.85798	10.71135	10.69258	10.67
10350044	13.72963	13.7136	13.81619	13.84849	13.82444	13.82002
10350046	10.704	10.81502	10.70073	10.75106	10.47481	10.51297
10350077	7.278782	7.354759	7.264954	7.459789	7.207746	7.299782
10350090	8.140544	8.098241	8.012339	8.029854	8.466984	8.31041
10350099	7.814126	7.664341	7.547213	7.72426	7.64606	7.610324
10350102	10.7754	10.98642	11.06935	11.29564	11.32515	11.29258
10350113	11.70852	11.67131	11.37362	11.37572	11.33711	11.13103
10350123	8.02684	8.006845	7.805791	7.906013	7.722273	7.797759
10350128	7.471407	7.275761	7.276292	7.34157	7.208322	7.057164
10350136	10.73867	10.78646	10.97438	10.93931	11.22348	11.13245
10350146	8.373649	8.308254	8.834723	8.657398	8.445807	8.486055
10350149	7.641119	7.622125	7.48631	7.650036	7.561475	7.613185
10350159	8.098515	8.078024	9.89027	9.867709	9.06752	9.012701
10350173	7.988057	7.741879	8.187064	8.409801	7.96559	8.001556
10350188	8.254186	8.13157	7.899289	8.075288	8.041674	8.059092
10350197	8.133345	8.023843	7.875809	8.081666	7.794077	8.042559
10350199	7.23469	7.278473	7.148582	7.235267	7.140207	7.19076
10350247	11.17997	11.3427	9.907261	9.999241	10.58921	10.69644
10350286	9.039827	8.949346	9.03275	9.09202	9.07609	9.043996
10350297	8.09077	8.233388	7.695256	7.375844	8.447039	8.491292
10350329	5.568282	5.586637	5.484428	5.497546	5.561588	5.578301
10350331	11.67264	11.78311	12.52491	12.51796	11.8621	11.83839
10350335	9.597077	9.450799	9.757912	9.782058	9.966943	9.754879
10350337	6.960254	6.926893	6.457398	6.685977	6.360539	6.749904
10350339	5.121045	5.131337	4.963078	4.896316	4.870107	4.981013
10350341	8.837681	8.811828	8.133752	7.75865	8.01679	7.752944
10350343	7.819712	7.629692	7.083505	7.083725	7.477534	7.520375
10350349	10.39647	10.46953	10.51413	10.4571	10.4424	10.37356
10350377	9.035084	9.265697	9.606551	9.47769	9.472396	9.385548
10350392	8.603127	8.911345	7.776936	7.601299	9.070171	8.909039
10350425	5.157377	5.121285	5.185791	5.104818	4.989347	5.130261
10350438	5.570434	5.681337	5.618101	5.619237	5.632918	5.520584
10350471	7.187972	7.102731	6.470741	6.581276	6.358953	6.266699
10350473	6.479474	6.523701	6.926126	6.773426	6.902537	6.557096
10350478	11.41165	11.36922	11.63212	11.38727	11.53687	11.41901
10350489	9.604334	9.634419	10.2574	10.11837	10.07329	10.12247
10350502	6.603519	6.914462	6.23633	6.335517	6.24508	6.350403
10350504	8.082414	7.911682	8.5626	8.270177	8.334051	8.314199
10350506	6.077253	5.948362	5.928783	6.049368	6.00373	5.848944
10350516	7.04462	7.041322	8.970345	8.783791	8.11623	7.928864
10350530	5.392133	5.540858	5.051345	5.346094	5.358773	5.517633
10350535	11.53947	11.58338	11.41212	11.37411	11.54309	11.5311
10350590	7.403945	7.584047	6.753541	6.853582	7.461993	7.625344
10350592	7.927043	7.940368	7.625528	7.784229	7.488051	7.613171
10350594	11.95139	11.94138	12.41168	12.26254	12.12778	12.13681
10350614	10.53989	10.58311	10.36984	10.2632	10.5116	10.52056
10350630	10.1152	10.20303	10.8252	10.54498	10.95251	10.85624
10350646	9.841823	9.989298	10.09786	10.01939	9.951422	9.854258
10350668	6.599959	6.578949	6.564877	6.625749	6.633054	6.567068
10350681	4.708751	4.815243	4.715484	4.996266	4.751069	4.717215
10350684	12.55287	12.49132	12.77482	12.40211	12.81757	12.68694
10350689	7.622585	7.779011	7.527101	7.749815	7.368875	7.409985
10350697	8.304988	8.143491	8.321345	8.564873	8.256929	7.993238
10350710	5.990614	5.917358	6.355658	6.262865	6.286231	6.305596
10350723	4.672824	4.610287	4.795934	4.766593	4.784891	4.956305
10350725	7.743817	7.655458	7.327324	7.736134	7.456483	7.440055
10350733	11.50566	11.59465	12.33996	12.30557	11.92189	11.92537
10350742	8.902444	9.236335	9.408707	9.322937	9.469749	9.500792
10350749	8.329597	8.063685	7.73649	7.983044	8.132654	8.041231
10350751	6.956156	6.902158	6.477191	6.859004	6.657277	6.705729
10350753	9.501797	9.611241	9.881241	9.551932	9.207305	9.237435
10350758	7.224966	7.330663	7.044075	6.844663	7.018253	6.874055
10350760	7.095515	7.010718	7.026837	7.00452	6.973112	7.070608
10350766	11.21982	11.22891	11.41858	11.42972	11.50881	11.44388
10350777	9.630748	9.607786	9.936815	9.94037	9.717556	9.83149
10350790	8.631236	8.722061	8.725481	8.88503	8.786168	8.839205
10350792	10.21858	10.30966	10.46174	10.36502	10.48132	10.35979
10350800	8.939404	9.071248	9.139873	9.119327	9.033689	9.084766
10350806	6.661368	6.669059	6.416727	6.830181	6.529435	6.483388
10350816	13.33615	13.27863	13.50606	13.51075	13.42343	13.47552
10350819	12.01525	12.12213	12.2307	12.18344	12.14405	12.13149
10350823	9.085342	9.00441	9.426673	9.33269	9.054637	9.068837
10350838	10.71193	10.65191	10.23004	9.900775	11.21979	11.1018
10350840	5.83726	5.866913	5.658235	5.836265	5.702684	5.760331
10350846	5.679848	5.587446	5.365362	5.56206	5.45341	5.528294
10350848	7.843662	7.857256	7.760252	7.99831	7.818112	7.75485
10350853	7.769925	7.669971	7.753647	7.823864	7.810616	7.778689
10350864	7.360088	7.289463	7.065996	7.271948	7.213862	7.266837
10350894	7.871035	7.810021	7.72331	7.565231	7.649856	7.788657
10350896	7.349249	7.361652	7.157854	7.351964	7.383993	7.243512
10350921	4.281308	4.162697	4.575002	4.423	4.265687	4.114787
10350923	10.14495	10.17035	10.33801	10.13016	10.12998	10.13886
10350948	8.709478	8.268953	8.659005	8.782326	8.773796	8.730332
10350951	6.706363	6.461989	6.63462	6.805698	6.635761	6.625059
10350975	7.454153	7.347413	6.989486	7.051455	6.958519	6.966708
10350977	10.0436	10.23871	10.62576	10.54815	10.63613	10.55221
10350985	8.779605	8.951499	9.469187	9.141777	9.148533	8.977481
10350990	12.16612	12.20142	12.20101	12.37526	12.06441	12.23263
10350992	11.26321	11.34234	11.08367	11.15534	11.09286	11.07559
10351013	10.24478	10.28936	10.05082	9.881145	10.09255	9.985456
10351015	7.628048	7.739935	7.918749	8.118962	7.831468	7.819213
10351026	10.91503	11.01617	11.97503	11.59379	11.59509	11.49106
10351035	9.117078	9.327626	11.06178	10.79493	10.33426	10.4019
10351037	12.17192	12.19806	12.13737	12.17506	11.87424	12.05092
10351039	6.949999	6.883082	9.120241	8.62739	8.308767	8.462504
10351041	8.656386	8.414305	10.33935	10.26692	9.600626	9.696746
10351043	10.87063	10.19453	10.73968	10.32684	10.51649	10.5086
10351045	6.893125	6.610068	8.869207	8.425236	8.12225	7.92176
10351047	8.26122	8.495523	8.213414	7.958147	8.335384	8.491806
10351056	6.864885	6.599565	6.884598	6.848434	6.567781	6.478977
10351063	9.516429	9.210213	9.366994	9.309717	9.465689	9.419175
10351065	5.604518	5.729762	5.765049	5.498829	5.531246	5.384017
10351095	6.403902	6.397464	6.861156	6.767723	6.672	6.706208
10351099	5.660203	5.985885	5.884637	5.80323	5.750314	5.567285
10351107	8.099234	8.218568	7.970229	7.961476	8.107515	8.126046
10351111	6.355753	6.454567	6.327823	6.639031	6.345786	6.291389
10351117	7.292793	7.156935	6.917698	7.140701	6.785023	6.923394
10351119	10.44247	10.45929	10.55438	10.34689	10.38798	10.33946
10351131	6.325542	6.225534	6.049901	6.179508	6.127862	6.011827
10351136	5.479814	5.582107	5.239949	5.467874	5.318179	5.357672
10351138	9.662948	9.421774	9.424624	9.552546	9.390672	9.650862
10351140	8.177749	8.252688	7.829519	7.650305	7.92123	7.785317
10351163	10.18896	10.4613	10.36474	10.45179	10.25379	10.3628
10351179	7.573634	8.079559	8.397239	8.108018	8.227627	8.097374
10351182	7.654819	7.312147	7.412634	7.614153	7.495826	7.533731
10351197	12.25398	12.13831	13.20173	13.158	13.28786	13.22138
10351206	7.069694	6.700013	7.323981	7.43175	6.896653	7.053442
10351224	6.377061	6.227967	6.374837	6.36323	6.288471	6.394314
10351259	8.166985	8.433483	8.888812	8.873018	8.577465	8.580429
10351269	7.53569	7.596364	7.234716	7.201613	7.485653	7.721185
10351277	9.457637	9.511372	9.040504	8.751456	9.285849	9.274368
10351293	5.809437	5.728281	5.822625	5.967386	5.888039	5.660685
10351298	7.521958	7.423316	7.18326	7.371067	7.377709	7.324305
10351304	8.923537	8.959274	9.018088	8.904898	8.862988	8.990231
10351310	5.806436	5.734345	5.654975	5.71887	5.850369	5.873427
10351345	5.890914	5.548195	5.669518	5.809742	5.755673	5.628197
10351347	8.96047	9.049559	9.785693	9.699988	9.252326	9.142538
10351353	11.24593	11.376	11.29287	11.35006	11.37687	11.30068
10351368	7.429375	7.10114	6.980871	7.105738	7.116129	7.004214
10351380	7.584781	7.653442	7.366356	7.463351	7.350695	7.478962
10351390	10.41726	10.58479	10.74739	10.6587	10.6773	10.52456
10351400	6.958489	6.838831	6.627119	6.756727	6.825305	6.9724
10351404	9.230217	9.338531	9.502508	9.451918	9.693605	9.532246
10351414	10.94015	10.94288	11.24891	10.87895	11.199	11.10062
10351430	6.345778	6.298143	6.330384	6.452682	6.313592	6.281623
10351443	7.56151	7.420753	7.256681	7.509772	7.323179	7.292197
10351455	5.729407	5.834739	5.704433	5.890817	5.638296	5.614921
10351463	5.139762	5.136948	5.060818	5.280091	5.006986	4.998929
10351465	7.096397	6.958293	6.845705	7.005651	7.008801	6.807336
10351471	7.67396	7.561818	7.678506	7.974784	7.759748	7.879694
10351473	4.938397	4.852082	4.799439	5.094341	4.939283	4.905092
10351477	5.058059	4.998699	5.360383	5.415369	4.96389	5.371673
10351482	7.424069	7.17901	7.0933	7.204404	7.347609	7.212513
10351487	6.857377	6.432984	6.621914	6.699112	6.684854	6.781571
10351489	12.43239	12.12291	12.17568	11.84308	12.07774	12.00498
10351491	7.30414	7.252805	7.101547	7.306515	7.279982	7.295952
10351500	7.841575	7.850074	8.030334	7.998181	8.151107	8.015039
10351502	7.632607	7.524684	7.609243	7.644526	7.670693	7.707711
10351504	9.968245	9.854884	11.07378	10.99664	10.76861	10.82003
10351507	6.16924	6.142594	5.616092	5.746053	5.603008	5.572575
10351509	5.928988	5.926888	5.971967	6.108165	6.067888	5.915472
10351515	10.08331	10.02095	10.04585	10.22651	9.944698	9.960079
10351517	6.900007	6.919384	6.802261	7.006077	6.957993	7.032201
10351525	7.980662	7.890799	7.73509	8.076167	7.851988	7.869504
10351533	6.423555	6.664406	6.328864	6.333405	6.361621	6.498558
10351546	8.012066	7.988242	7.976286	7.88357	7.916738	7.896617
10351551	7.554444	7.658821	7.462195	7.595793	7.503466	7.539597
10351563	9.249883	9.480945	9.452082	9.448695	9.179972	9.323366
10351574	10.49796	10.51283	10.57639	10.5807	10.58732	10.57967
10351583	10.2661	10.47828	11.08833	11.10778	10.70955	10.83761
10351588	7.464579	7.415278	7.290564	7.425195	7.334035	7.339518
10351603	10.67192	10.80198	10.51402	10.55537	10.50705	10.60925
10351616	8.575484	8.686418	8.666702	8.471116	8.848044	8.886935
10351623	6.807571	6.97085	6.802262	6.988945	6.831522	6.736275
10351636	8.821187	8.793092	8.989256	8.890401	9.117901	8.713569
10351640	7.488714	7.283371	7.211134	7.435327	7.353404	7.064025
10351644	7.009754	7.111066	7.271669	7.138745	7.040689	6.987897
10351658	10.34643	10.43065	10.92936	10.8532	10.82405	10.96881
10351665	11.78362	11.41728	11.74737	11.51383	11.76881	11.62645
10351667	11.38897	11.44975	12.79918	12.69269	12.31651	12.30943
10351679	11.50012	11.5758	11.22364	10.94693	11.3862	11.42183
10351689	9.782126	9.959189	9.111526	9.252336	9.447453	9.367459
10351691	13.1617	13.17748	12.03066	11.96629	12.99915	12.93033
10351703	12.55316	12.54683	12.51711	12.50427	12.59622	12.54974
10351738	9.588696	9.444591	9.527596	9.456846	9.492022	9.61627
10351749	10.69845	10.79483	10.20152	10.05257	10.31442	10.33708
10351769	8.150166	8.130912	7.804025	7.977686	7.852474	8.003697
10351781	7.584079	7.398634	7.263305	7.391854	7.415399	7.139482
10351788	9.762838	10.11256	10.50429	10.34461	10.04092	10.04789
10351792	7.721603	7.225874	7.520815	7.714063	7.146216	7.052676
10351801	7.43175	7.306787	7.238638	7.397747	7.309226	7.320172
10351825	11.29354	11.29441	11.31804	11.24567	11.55163	11.54803
