	TFH_Rep1	TFH_Rep2	TH1_Rep1	TH1_Rep2
Lmo2	2	2	8	19
Lmo4	115	194	530	250
Lmo7	5	0	5	0
Lmod1	0	0	0	0
Lmod2	0	0	0	1
Lmod3	0	1	0	1
Lmtk2	1387	2975	2530	1593
Lmtk3	13	11	62	31
Lnp	945	1590	1607	741
Lnpep	3031	5169	4789	2872
Lnx1	180	285	239	112
Lnx2	1781	3190	1691	811
Loh12cr1	146	213	271	141
Lonp1	1138	2051	2376	1973
Lonp2	1744	2827	3158	2350
Lonrf1	69	106	115	80
Lonrf3	15	11	69	48
Lox	0	0	1	2
Loxl1	0	0	0	0
Loxl2	12	16	28	1
Loxl3	4	8	12	3
Loxl4	3	2	5	5
Lpar1	0	0	0	1
Lpar2	342	484	390	198
Lpar3	49	36	13	3
Lpar4	0	0	0	0
Lpar5	125	250	302	229
Lpar6	416	840	816	386
Lpcat1	885	2096	1096	927
Lpcat2	2	13	0	6
Lpcat2b	0	0	0	0
Lpcat3	734	1240	1179	402
Lpcat4	780	1227	1210	643
Lpgat1	1388	2697	2978	2007
Lphn1	900	1714	1270	919
Lphn2	0	1	1	0
Lphn3	0	1	0	0
Lpin1	413	606	996	715
Lpin2	1169	1930	2036	1297
Lpin3	25	53	35	14
Lpl	4	10	4	21
Lpo	0	4	2	0
Lpp	672	1077	551	335
Lpxn	3561	6216	3505	1433
Lrba	1822	3687	4668	2930
Lrch1	886	1334	1271	809
Lrch3	1087	2155	1909	1148
Lrch4-sap25	29	25	42	40
Lrdd	610	909	1198	861
Lrfn1	9	11	11	7
Lrfn3	0	0	0	0
Lrfn4	17	41	32	3
Lrg1	2	4	3	4
Lrguk	0	0	0	0
Lrig1	259	435	157	122
Lrig2	349	619	465	349
Lrig3	6	4	5	5
Lrit2	0	0	0	0
Lrmp	5074	7294	5515	3390
Lrp1	17	32	25	44
Lrp10	5709	9445	9227	4833
Lrp11	7	21	60	35
Lrp12	88	161	131	84
Lrp2bp	7	1	4	0
Lrp3	0	0	0	0
Lrp4	8	6	19	6
Lrp5	153	235	340	239
Lrp6	713	1287	832	534
Lrp8	418	727	928	752
Lrpap1	470	810	834	656
Lrpprc	2183	3833	2704	2448
Lrrc1	242	386	276	159
Lrrc10	0	0	0	0
Lrrc14	335	565	500	333
Lrrc14b	31	33	46	49
Lrrc16a	4	15	39	10
Lrrc16b	4	10	10	5
Lrrc17	1	1	0	1
Lrrc19	2	1	5	0
Lrrc2	7	9	9	1
Lrrc20	149	292	295	289
Lrrc23	6	5	12	12
Lrrc24	6	11	12	11
Lrrc25	15	29	169	133
Lrrc26	0	0	0	0
Lrrc27	31	66	80	23
Lrrc28	196	332	321	187
Lrrc29	26	67	61	43
Lrrc3	0	5	1	0
Lrrc32	6	5	29	24
Lrrc33	673	1154	1350	874
Lrrc34	0	0	1	3
Lrrc39	37	59	59	26
Lrrc3b	0	0	0	0
Lrrc4	1	1	2	0
Lrrc40	637	1116	1010	652
Lrrc41	875	1339	1154	689
Lrrc42	642	945	896	585
Lrrc43	0	0	0	0
Lrrc45	184	357	303	238
Lrrc46	1	3	3	0
Lrrc47	657	985	1173	1075
Lrrc48	1	3	2	0
Lrrc49	55	97	89	52
Lrrc50	1	2	5	3
Lrrc51	13	17	16	19
Lrrc56	54	77	86	65
Lrrc57	276	484	770	450
Lrrc58	4254	10013	10915	9833
Lrrc59	2102	3957	5002	2653
Lrrc6	5	2	1	1
Lrrc61	289	510	462	255
Lrrc63	0	0	2	0
Lrrc66	0	0	0	0
Lrrc67	0	1	0	0
Lrrc68	300	496	576	338
Lrrc69	0	0	0	0
Lrrc8a	996	1864	2622	1660
Lrrc8b	255	579	481	244
Lrrc8c	1251	2375	4140	2166
Lrrc8d	462	853	843	436
Lrrc8e	7	0	7	1
Lrrc9	3	0	0	0
Lrrcc1	687	1147	730	411
Lrrfip1	6065	10880	12911	8195
Lrrfip2	260	453	692	434
Lrriq3	0	1	0	0
Lrrk1	4	9	54	45
Lrrk2	1	6	7	12
Lrrn2	0	0	0	0
Lrrn3	0	1	1	0
Lrrn4	0	1	2	2
Lrrn4cl	1	6	6	2
Lrrtm2	2	0	1	1
Lrsam1	68	160	167	120
Lrtm2	1	2	0	8
Lrwd1	1471	2706	2402	1391
Lsg1	744	1308	1312	1318
Lsm1	352	838	542	262
Lsm10	125	255	293	166
Lsm11	290	468	592	543
Lsm12	1342	2052	1868	751
Lsm14a	3468	6733	5599	3388
Lsm14b	941	1372	1118	802
Lsm2	654	1396	1778	954
Lsm3	866	1665	1790	991
Lsm4	674	1259	1505	1121
Lsm5	224	519	605	326
Lsm6	937	1736	1886	1219
Lsm7	201	323	469	204
Lsmd1	63	160	247	119
Lsp1	6813	12704	26646	19747
Lsr	40	87	224	122
Lss	631	1117	1262	1001
Lst1	20	31	52	15
Lta	118	184	232	127
Lta4h	2469	4775	4219	2467
Ltb	1762	3250	2961	2163
Ltb4r1	22	20	386	363
Ltb4r2	0	0	1	0
Ltbp1	0	0	0	2
Ltbp2	2	0	0	1
Ltbp3	4	10	12	8
Ltbp4	6	2	10	8
Ltbr	2	8	15	11
Ltc4s	0	1	0	0
Ltf	2	3	5	4
Ltk	14	46	25	13
Ltn1	2919	5343	4396	2387
Ltv1	924	1477	1402	852
Luc7l	1825	3002	2915	2126
Luc7l2	5310	8837	9138	5642
Luc7l3	2910	4437	5988	4456
Lum	2	0	2	4
Luzp1	654	1098	693	464
Lxn	131	282	419	165
Ly6a	17346	29882	42679	19989
Ly6c1	999	1408	2258	1215
Ly6c2	1531	3272	9733	3194
Ly6d	1	4	2	3
Ly6e	32285	52153	60304	29241
Ly6f	3	1	25	10
Ly6g5b	27	30	82	33
Ly6g6c	0	0	0	0
Ly6g6f	0	0	0	0
Ly6i	59	60	80	57
Ly6k	45	44	32	8
Ly75	1005	1828	1492	1187
Ly86	0	5	3	18
Ly9	4357	7446	8206	4406
Ly96	27	61	30	26
Lyar	583	961	1063	538
Lyg1	0	0	0	0
Lyg2	0	0	1	0
Lyl1	12	26	13	3
Lyn	15	76	54	79
Lynx1	32	42	19	9
Lypd3	0	0	0	0
Lypd6	0	0	0	0
Lypd6b	35	40	73	42
Lypla1	2521	4538	3145	1377
Lypla2	1279	2195	2654	1626
Lyplal1	0	2	0	1
Lyrm1	59	65	115	33
Lyrm2	297	508	386	301
Lyrm4	148	238	208	46
Lyrm5	133	255	180	49
Lyrm7	43	95	88	26
Lysmd1	248	409	357	316
Lysmd2	30	93	53	68
Lysmd3	243	524	859	480
Lysmd4	120	186	161	67
Lyst	852	1782	2064	1341
Lyve1	0	0	0	1
Lyz1	0	26	1	6
Lyz2	7	64	14	197
Lyzl4	0	0	0	0
Lzic	616	998	1028	904
Lztfl1	209	319	827	302
Lztr1	902	1456	1679	1265
Lzts1	13	11	11	16
Lzts2	35	35	40	19
M6pr	5022	8184	11767	7201
Mab21l2	3	7	1	4
Macc1	2	2	0	0
Macf1	3719	7329	7213	5565
Macrod1	39	64	66	58
Macrod2	2	4	1	6
Mad1l1	681	1093	1121	1059
Mad2l1	1345	2413	2887	1599
Mad2l1bp	322	574	854	531
Mad2l2	299	477	536	449
Madcam1	0	2	0	0
Madd	5319	9876	10633	9394
Maea	1787	3221	3509	2241
Maf	3524	5678	9766	6227
Maf1	959	1717	1293	1120
Mafa	0	0	1	0
Mafb	1	2	1	9
Maff	29	45	58	33
Mafg	272	594	804	573
Mafk	555	893	812	729
Mag	0	0	3	0
Mageb16-ps1	1	3	3	0
Mageb3	5	2	4	2
Maged1	46	73	67	47
Maged2	93	204	101	55
Magee1	187	294	205	133
Magee2	0	2	0	0
Mageh1	1	0	0	0
Magi1	0	1	0	0
Magi2	15	29	22	10
Magi3	225	424	648	391
Magix	0	0	1	0
Magoh	381	894	982	402
Magohb	100	143	199	278
Magt1	2881	4705	5564	4001
Mak	0	0	0	1
Mak16	1594	2994	2211	1350
Mal	0	0	1	0
Malat1	6758	10171	12779	9371
Mall	0	0	0	0
Malt1	4676	6728	5785	2852
Mamdc2	0	1	0	1
Mamdc4	48	61	65	40
Maml1	708	1250	1038	499
Maml2	634	1027	834	409
Maml3	27	44	24	39
Mamld1	0	0	1	0
Mamstr	2	0	2	0
Man1a	988	2015	1795	998
Man1a2	1892	3155	2647	1490
Man1b1	1153	2049	2403	1705
Man1c1	38	57	262	169
Man2a1	3057	5521	5366	3508
Man2a2	439	913	651	786
Man2b1	2443	4262	3876	3160
Man2b2	1239	2063	1816	878
Man2c1	765	1217	1228	845
Manba	509	903	636	477
Manbal	375	607	501	247
Manea	394	602	529	254
Maneal	3	10	3	1
Manf	916	1502	3924	2218
Mansc1	73	112	97	41
Maoa	43	62	65	23
Maob	0	0	0	0
Map1lc3a	30	45	113	89
Map1lc3b	1389	2479	1998	961
Map2k1	1440	2316	2060	1499
Map2k2	998	1602	1768	1543
Map2k3	1638	2626	4752	2529
Map2k4	1283	2165	2193	1174
Map2k5	415	630	703	358
Map2k6	98	148	184	128
Map2k7	1884	2546	2391	1299
Map3k1	3502	5840	4581	2472
Map3k10	70	141	115	63
Map3k11	1000	1742	1960	1120
Map3k12	144	265	215	130
Map3k13	16	21	30	14
Map3k14	671	1252	1075	880
Map3k15	22	34	33	29
Map3k2	1135	2248	1793	1083
Map3k3	1201	2265	2334	1644
Map3k4	882	1712	1750	1250
Map3k5	1724	2932	3218	2420
Map3k6	0	2	1	2
Map3k7	1889	3285	3030	2218
Map3k8	326	492	573	426
Map3k9	15	17	16	27
Map4k1	2709	4454	4372	2774
Map4k2	2676	4460	5463	5206
Map4k3	69	126	102	55
Map4k4	7616	11601	6554	4622
Map4k5	28	55	43	18
Map6d1	0	2	0	2
Mapk1	7931	14112	13203	7051
Mapk10	0	1	0	1
Mapk11	1177	2066	828	451
Mapk12	7	18	12	6
Mapk13	0	5	3	10
Mapk14	2602	4756	5667	3348
Mapk15	0	0	3	0
Mapk1ip1	95	170	203	103
Mapk1ip1l	3489	6309	6265	3274
Mapk3	368	667	1267	861
Mapk6	4087	7268	10407	5612
Mapk7	302	548	773	478
Mapk8	723	1083	792	393
Mapk8ip1	5	11	13	3
Mapk8ip2	1	2	8	1
Mapk8ip3	1488	2477	2344	1929
Mapk9	1294	2069	2080	1308
Mapkap1	950	1691	1468	901
Mapkapk2	3745	5892	8636	6167
Mapkapk3	798	1303	1916	1279
Mapkapk5	417	777	1027	786
Mapkbp1	349	550	591	296
Mapksp1	659	1045	1277	657
Mapre1	5045	8377	8846	5384
Mapre2	3121	5116	6524	3269
Mapre3	39	63	43	22
Mapt	0	3	3	0
1-Mar	3	14	5	65
2-Mar	432	583	847	614
3-Mar	3	5	10	10
5-Mar	1116	1989	1749	860
6-Mar	3873	6951	6122	3593
7-Mar	1544	2771	2759	1483
8-Mar	81	117	71	42
9-Mar	41	75	89	50
Marcks	306	530	1746	1219
Marcksl1	1807	3158	2290	1021
Marcksl1-ps4	0	1	4	1
Marco	0	0	1	0
Mark1	0	0	0	1
Mark2	4380	6679	7812	4690
Mark3	1430	2336	2206	1230
Mark4	258	405	533	396
Mars	1384	2711	3212	2374
Mars2	209	411	413	267
Marveld1	204	432	286	200
Marveld2	324	500	571	470
Mas1	1	0	1	0
Masp2	5	3	1	2
Mast1	44	65	80	36
Mast2	1910	3478	2763	1568
Mast3	2532	3655	4912	2805
Mast4	89	218	332	303
Mastl	438	850	917	529
Mat2a	3584	6181	5083	2627
Mat2b	1457	2744	2197	1454
Matk	169	225	106	48
Matn1	0	0	0	2
Matn2	41	70	1030	924
Matn3	0	0	0	0
Matr3	6064	9853	8409	6906
Mau2	1632	3167	2829	2022
Mavs	606	1115	772	466
Max	1612	2226	1538	799
Maz	7310	12466	10726	5498
Mbd1	703	1206	1120	843
Mbd2	2694	4301	5633	3632
Mbd3	815	1524	1425	1379
Mbd4	520	881	817	538
Mbd5	271	465	410	230
Mbd6	1051	1547	1582	668
Mbip	181	349	299	171
Mblac1	15	18	12	15
Mblac2	78	129	116	42
Mbnl1	16822	30499	20868	9552
Mbnl2	910	1279	979	472
Mbnl3	1583	2963	3620	1849
Mboat1	643	894	574	288
Mboat2	6	10	32	35
Mboat4	13	25	35	8
Mboat7	1090	1871	1386	700
Mbp	2193	3821	2350	1755
Mbtd1	838	1505	938	554
Mbtps1	2853	4993	3386	2088
Mbtps2	428	774	697	347
Mc1r	0	4	5	1
Mc2r	0	0	0	0
Mc5r	0	0	0	0
Mcam	21	32	69	51
Mcart1	1435	2494	1875	1150
Mcart6	46	76	108	93
Mcat	320	565	502	395
Mcc	6	8	5	10
Mccc1	315	490	344	220
Mccc2	168	247	160	90
Mcee	51	118	68	60
Mcf2	0	0	0	0
Mcf2l	5	10	8	10
Mcfd2	311	521	511	314
Mchr1	0	0	0	1
Mcl1	8827	14392	12673	9102
Mcm10	1870	3097	3348	3075
Mcm2	5463	9789	11111	6978
Mcm3	6973	13806	13842	12265
Mcm3ap	2130	4130	3283	2601
Mcm4	6772	14025	14100	10398
Mcm5	8345	14006	16676	12290
Mcm6	11247	19960	20260	12746
Mcm7	5545	9649	10803	9509
Mcm8	391	802	672	515
Mcm9	548	810	849	597
Mcoln1	437	593	646	398
Mcoln2	233	339	475	400
Mcoln3	66	74	177	52
Mcph1	569	1039	1040	522
Mcpt-ps1	0	0	0	0
Mcpt1	0	0	0	0
Mcpt2	0	1	1	1
Mcpt8	0	1	2	1
Mcrs1	704	1123	1245	954
Mctp1	1	9	3	6
Mctp2	811	1143	1081	591
Mcts1	709	1307	1272	667
Mcts2	33	33	92	26
Mdc1	2302	3875	3869	2184
Mdfi	0	0	0	0
Mdfic	688	1182	1695	989
Mdga1	5	3	2	3
Mdh1	4442	7733	7663	5432
Mdh1b	0	2	0	0
Mdh2	4396	9140	8595	6135
Mdk	66	117	67	84
Mdm1	526	902	1084	688
Mdm2	1284	2509	3097	2374
Mdm4	2022	3376	2855	2183
Mdn1	1230	2097	1407	942
Mdp1	808	1187	1287	883
Me1	1	1	3	6
Me2	1791	3105	3852	2635
Me3	0	0	3	0
Mea1	406	711	1130	910
Meaf6	305	518	487	329
Mecom	0	0	0	0
Mecp2	1103	2067	1683	1009
Mecr	122	245	281	204
Med1	3395	5696	4995	2416
Med10	640	941	1088	458
Med11	647	1345	1913	1252
Med12	4178	7261	6506	4025
Med12l	48	35	68	47
Med13	3712	7149	4763	2722
Med13l	1339	2511	2381	1775
Med14	3804	7079	5415	2911
Med15	1371	2262	2162	896
Med16	824	1321	1263	716
Med17	1752	3200	2564	1375
Med18	202	380	392	270
Med19	363	643	697	262
Med20	415	742	879	600
Med21	462	832	749	736
Med22	1109	1926	1776	1313
Med23	1190	2104	1902	1267
Med24	1801	3212	2482	1492
Med25	676	1278	948	585
Med26	227	395	332	205
Med27	218	433	474	285
Med28	858	1486	1750	853
Med29	211	403	442	151
Med30	216	525	671	444
Med31	48	104	121	64
Med4	595	934	870	508
Med6	172	303	356	162
Med7	251	500	892	486
Med8	1279	2381	1749	1150
Med9	240	382	470	282
Mef2a	383	680	1022	713
Mef2b	137	194	39	7
Mef2c	2	2	7	17
Mef2d	1350	1956	2444	932
Mefv	0	13	6	12
Meg3	0	0	0	1
Megf11	3	6	9	9
Megf6	0	1	0	0
Megf8	14	9	16	11
Megf9	83	161	193	125
Mei4	8	17	14	12
Meig1	1	0	0	0
Meis1	0	0	0	0
Meis2	0	0	1	0
Meis3	144	197	145	49
Melk	683	1347	1529	953
Memo1	1337	2115	2283	1302
Men1	720	1462	1932	1140
Mep1b	0	0	0	0
Mepce	711	1208	1342	895
Mertk	0	2	1	8
Mesdc1	296	569	682	520
Mesdc2	661	1070	963	718
Mesp2	0	0	3	3
Mest	32	43	30	29
Met	1	5	3	6
Metap1	1750	2930	2648	1988
Metap1d	142	198	180	179
Metap2	2951	4998	4213	2383
Metrn	417	938	933	469
Metrnl	33	41	321	177
Mett10d	696	1367	1053	645
Mett11d1	467	875	738	452
Mett5d1	143	303	205	107
Mettl1	170	346	326	126
Mettl10	249	468	490	336
Mettl11a	117	243	229	142
Mettl13	217	400	303	207
Mettl14	598	1036	1153	851
Mettl2	517	1042	698	711
Mettl3	1326	2128	1931	1250
Mettl4	571	802	824	464
Mettl5	150	246	233	151
Mettl6	814	1398	1262	840
Mettl7a1	172	241	316	121
Mettl7a2	1	0	0	0
Mettl7b	0	0	0	0
Mettl8	298	619	341	162
Mettl9	959	1963	1347	911
Mex3a	27	22	48	21
Mex3b	176	367	252	203
Mex3c	683	1322	1441	1055
Mex3d	60	94	114	76
Mfap1a	629	1191	1144	350
Mfap1b	44	79	50	27
Mfap2	0	0	0	0
Mfap3	1310	2414	2428	1615
Mfap3l	0	0	0	0
Mff	1237	2220	1755	776
Mfge8	312	441	406	231
Mfhas1	1329	2622	1756	1154
Mfi2	0	0	0	0
Mfn1	618	1101	1120	837
Mfn2	1338	2386	2216	1588
Mfng	902	1537	1921	1435
Mfsd1	1356	2287	1961	1166
Mfsd10	943	1452	2528	1533
Mfsd11	362	689	608	708
Mfsd2a	161	291	357	181
Mfsd2b	12	16	23	6
Mfsd3	67	163	131	85
Mfsd4	552	1065	581	382
Mfsd5	567	857	1470	887
Mfsd6	963	1689	1329	796
Mfsd6l	0	0	0	2
Mfsd7a	0	0	0	17
Mfsd7b	688	1313	953	547
Mfsd7c	6	18	14	10
Mfsd8	276	343	400	193
Mfsd9	32	50	49	25
Mga	1344	2506	2010	1247
Mgam	0	3	0	0
Mgat1	1479	2358	3042	2789
Mgat2	1374	2652	2610	1317
Mgat3	0	2	6	0
Mgat4a	121	203	803	373
Mgat4b	46	60	98	56
Mgat5	294	592	242	122
Mgea5	5856	9969	10395	6792
Mgl2	9	6	9	5
Mgll	1	1	3	6
Mgmt	5	9	7	8
Mgp	0	0	0	0
Mgrn1	1400	2258	1095	485
Mgst1	1	13	1	3
Mgst2	134	183	186	103
Mgst3	5	11	33	147
Mia1	1	3	1	1
Miat	61	53	1604	1349
Mib1	473	930	683	706
Mib2	126	186	248	238
Mical1	3192	5354	7426	6021
Mical2	6	9	28	21
Mical3	33	70	61	28
Micall1	686	1215	1018	773
Micall2	5	2	6	3
Mid1	475	615	723	293
Mid1ip1	424	828	964	746
Mid2	0	0	2	0
Midn	2908	4231	5321	2376
Mier1	2728	4995	6215	4516
Mier2	311	562	489	496
Mier3	434	762	666	662
Mif	2159	4203	4384	1791
Mif4gd	1624	2127	2712	1645
Miip	777	1418	1503	865
Mina	682	1229	1301	1038
Mink1	1777	3090	2180	1176
Minpp1	1292	2461	1954	1052
Mios	748	1189	994	645
Miox	0	0	0	0
Mip	4	4	1	4
Mipep	407	679	623	312
Mipol1	32	41	28	24
Mir101a	1	1	0	0
Mir101b	2	0	0	0
Mir103-1	1	0	0	0
Mir103-2	1	5	1	2
Mir106a	0	1	0	1
Mir106b	1	0	1	2
Mir1186	0	0	6	1
Mir1249	0	0	2	2
Mir125a	0	0	0	0
Mir130b	7	15	26	5
Mir133a-2	0	0	0	0
Mir140	1	2	2	0
Mir141	0	1	1	0
Mir142	17	16	36	17
Mir146	3	0	1	4
Mir150	0	0	0	1
Mir155	4	6	21	9
Mir15b	0	1	0	0
Mir16-1	6	11	19	14
Mir16-2	0	0	1	0
Mir17	1	0	0	0
Mir17hg	109	250	244	164
Mir18	0	1	0	3
Mir181a-1	1	0	0	1
Mir181b-1	0	0	0	1
Mir182	0	0	0	3
Mir1839	4	1	14	0
Mir185	0	0	0	0
Mir186	2	3	4	0
Mir1894	8	5	12	0
Mir1898	1	2	1	0
Mir1900	2	1	0	0
Mir1904	0	1	0	0
Mir1907	0	0	0	0
Mir1930	0	0	0	0
Mir1931	1	1	0	0
Mir1932	1	0	1	0
Mir1934	0	0	0	0
Mir1938	1	1	1	0
Mir194-1	2	3	1	1
Mir1943	0	0	3	0
Mir1944	0	4	4	0
Mir1947	0	0	0	0
Mir1949	2	5	9	4
Mir1955	0	0	0	0
Mir1956	0	0	0	0
Mir1960	0	0	0	0
Mir1964	1	3	2	2
Mir1966	0	0	1	0
Mir1967	1	0	0	0
Mir1968	0	1	0	1
Mir1981	2	8	9	0
Mir1982	2	2	2	1
Mir1983	0	0	1	1
Mir199a-1	0	0	0	0
Mir199b	0	0	0	0
Mir19a	3	1	0	1
Mir19b-1	0	1	0	0
Mir19b-2	0	0	0	0
Mir202	0	1	0	0
Mir20a	0	4	2	0
Mir210	0	0	0	0
Mir212	0	0	0	0
Mir215	4	4	2	0
Mir222	0	0	0	0
Mir23a	0	0	0	0
Mir23b	0	0	1	0
Mir24-2	0	1	0	1
Mir25	1	7	6	5
Mir26b	0	0	1	0
Mir27a	0	0	0	0
Mir27b	1	0	0	2
Mir2861	0	0	1	0
Mir296	6	7	7	10
Mir29a	0	1	0	0
Mir29b-1	0	0	0	0
Mir301	4	34	30	2
Mir301b	0	0	0	0
Mir302b	1	0	1	1
Mir302c	0	1	0	0
Mir3057	0	0	0	0
Mir3058	1	0	4	0
Mir3060	3	11	4	1
Mir3061	15	18	11	14
Mir3062	3	1	0	0
Mir3064	23	34	41	15
Mir3068	1	4	7	0
Mir3074-1	0	4	4	2
Mir3089	0	0	0	0
Mir3091	1	2	0	2
Mir30b	1	0	1	0
Mir30c-1	0	1	0	0
Mir31	8	11	18	28
Mir3100	0	0	0	1
Mir3101	34	29	33	24
Mir3109	0	0	0	0
Mir3112	41	21	28	6
Mir32	2	0	0	0
Mir320	0	1	0	0
Mir324	9	7	12	5
Mir326	0	1	1	0
Mir328	2	3	2	0
Mir33	1	0	0	0
Mir330	2	2	11	0
Mir331	1	6	2	0
Mir339	0	1	0	0
Mir343	1	3	4	2
Mir345	1	4	0	3
Mir3474	0	1	1	2
Mir34a	0	0	0	0
Mir351	0	0	0	0
Mir363	0	7	2	1
Mir367	0	4	0	0
Mir374	2	3	0	0
Mir421	14	7	12	0
Mir423	1	0	1	0
Mir425	1	1	5	0
Mir429	0	0	1	0
Mir449a	0	0	0	0
Mir449b	0	0	0	0
Mir449c	0	1	0	1
Mir466i	0	1	0	0
Mir467f	2	1	0	0
Mir484	0	1	1	0
Mir491	0	1	0	0
Mir503	0	0	0	0
Mir568	0	0	0	0
Mir599	0	0	1	0
Mir669h	0	1	0	0
Mir677	13	8	8	19
Mir680-1	0	0	0	0
Mir682	0	0	3	0
Mir684-1	0	1	1	15
Mir690	0	0	0	1
Mir692-1	1	5	4	0
Mir695	0	0	0	0
Mir697	4	4	15	7
Mir7-1	11	13	17	13
Mir703	1	3	2	1
Mir704	0	1	1	0
Mir707	1	1	2	0
Mir709	2	0	1	2
Mir715	49	124	109	43
Mir744	0	0	0	0
Mir761	3	7	7	1
Mir804	0	0	0	0
Mir877	0	1	0	0
Mir92-2	0	0	0	0
Mir93	0	6	1	0
Mir98	2	0	0	0
Mirlet7a-1	0	0	0	0
Mirlet7b	0	0	0	0
Mirlet7d	3	0	7	14
Mirlet7f-1	0	0	0	0
Mirlet7f-2	1	2	0	0
Mirlet7g	1	1	2	3
Mirlet7i	0	1	0	0
Mis12	1202	2256	1867	1373
Mitd1	613	1076	1011	789
Mitf	4	6	6	10
Mixl1	0	0	0	0
Mki67	13017	25797	31059	17735
Mki67ip	1134	1813	1536	942
Mkks	303	542	571	339
Mkl1	1975	3648	2830	1581
Mkl2	891	1640	1252	522
Mkln1	1365	2228	2048	1360
Mknk1	631	1102	1102	792
Mknk2	6393	11337	10146	5987
Mkrn1	1672	2644	2190	2008
Mkrn2	526	834	1109	593
Mkrn3	1	0	0	1
Mks1	167	219	165	129
Mlana	0	0	0	0
Mlc1	0	0	0	2
Mlec	12248	19574	16771	13131
Mlf1	18	26	32	46
Mlf1ip	79	147	189	120
Mlf2	2026	3106	4278	1785
Mlh1	734	1156	992	597
Mlh3	356	663	396	292
Mlkl	148	189	352	220
Mll1	2117	3824	4219	2355
Mll2	2100	4004	4126	2775
Mll3	969	2143	2049	1363
Mll5	3982	6434	6536	2800
Mllt1	873	1437	1582	843
Mllt10	1296	2125	1866	1092
Mllt11	292	501	658	357
Mllt3	2101	3513	2545	1357
Mllt4	235	301	545	280
Mllt6	5313	8829	8579	5016
Mlst8	694	1180	1239	840
Mlx	1556	2592	2699	5033
Mlxip	1844	3003	2590	1727
Mlxipl	3	1	4	7
Mlycd	159	292	381	355
Mmaa	79	120	149	104
Mmab	268	374	259	184
Mmachc	134	198	283	86
Mmadhc	708	1304	1374	1184
Mmd	1103	2165	2308	1153
Mmel1	0	2	0	0
Mmgt1	537	981	761	421
Mmgt2	334	558	552	453
Mmp10	0	2	3	9
Mmp11	8	9	20	20
Mmp12	0	0	0	0
Mmp13	0	0	3	4
Mmp14	12	9	21	125
Mmp15	4	9	4	2
Mmp17	16	9	17	9
Mmp19	1	12	8	1
Mmp2	0	0	0	0
Mmp20	0	0	1	0
Mmp21	0	0	2	0
Mmp23	0	0	2	3
Mmp24	0	0	2	1
Mmp25	1	11	22	20
Mmp28	0	0	0	0
Mmp7	0	1	3	1
Mmp8	12	27	22	15
Mmp9	11	51	86	112
Mmrn1	0	0	2	0
Mmrn2	0	1	0	2
Mms19	2116	3197	3362	2301
Mms22l	1675	3130	2924	1705
Mn1	0	0	0	1
Mnat1	226	415	356	255
Mnd1	49	62	55	32
Mnda	94	172	238	32
Mndal	1893	3406	3206	2009
Mns1	768	1067	819	1134
Mnt	933	1406	1290	961
Mobkl1a	398	679	719	463
Mobkl1b	2516	4760	3893	2118
Mobkl2a	5247	8998	9338	4563
Mobkl2b	49	96	42	37
Mobkl2c	134	200	335	200
Mobkl3	604	1114	1154	648
Mocos	16	33	100	58
Mocs1	312	510	408	259
Mocs2	322	590	835	582
Mocs3	59	143	136	82
Mog	0	0	0	0
Mogat1	0	0	0	0
Mogs	1622	2698	2752	1874
Mon1a	242	438	485	310
Mon1b	1098	2128	1942	964
Mon2	1903	3415	2840	2189
Morc1	0	0	3	1
Morc2a	1515	2879	2596	1653
Morc3	2439	4278	4237	2873
Morc4	0	1	0	0
Morf4l1	5512	9573	7909	6283
Morf4l2	1819	2766	2972	2281
Morn1	5	8	9	1
Morn2	12	16	37	8
Morn3	3	2	11	7
Morn4	15	43	21	8
Mosc1	0	0	3	0
Mosc2	1166	2140	2239	2071
Mospd1	118	143	234	109
Mospd2	232	401	341	279
Mospd3	764	1374	1540	683
Mospd4	0	1	0	0
Mov10	1681	3060	2560	1156
Moxd1	5	1	1	2
Moxd2	1	0	2	3
Mpa2l	742	1201	1838	802
Mpdu1	818	1335	1941	869
Mpdz	0	0	0	0
Mpeg1	156	274	95	229
Mpg	197	270	293	112
Mphosph10	760	1330	1224	819
Mphosph6	314	459	563	480
Mphosph8	758	1423	1256	1113
Mphosph9	1050	2051	1662	1075
Mpi	286	501	561	380
Mpl	0	2	0	0
Mpnd	259	501	753	715
Mpo	0	0	2	8
Mpp1	1097	1820	1551	741
Mpp2	132	238	194	135
Mpp3	0	0	0	1
Mpp4	1	9	2	2
Mpp5	253	404	387	209
Mpp6	936	1592	1427	1310
Mpp7	238	400	285	174
Mppe1	705	1071	994	657
Mpped1	0	0	0	0
Mpped2	0	0	0	0
Mprip	1111	2050	2499	1713
Mpst	192	390	444	277
Mpv17	255	391	328	171
Mpv17l	11	21	24	1
Mpv17l2	195	312	424	269
Mpz	1	0	1	0
Mpzl1	10	14	18	9
Mpzl2	17	13	12	9
Mpzl3	158	358	264	164
Mr1	227	301	316	135
Mrap2	0	2	0	0
Mras	1	1	0	1
Mrc1	8	3	1	2
Mrc2	0	0	0	0
Mre11a	998	1765	1762	1330
Mreg	3	2	2	3
Mrfap1	2159	3830	3519	2144
Mrgpra2a	0	1	0	0
Mrgpra2b	0	0	1	0
Mrgpra6	0	0	0	0
Mrgprb1	1	0	2	3
Mrgpre	105	188	287	131
Mrgprf	0	0	0	0
