gene_symbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Mean TFH	Mean TH1	TFH:TFH_Rep1	TFH:TFH_Rep2	TH1:TH1_Rep1	TH1:TH1_Rep2
1810014F10Rik	53.88	-0.08	0.38	-0.22	0.83	0.91	51.87	55.89	54.73	49.01	53.23	58.56
1810019J16Rik	3.67	0.32	0.35	0.89	0.37	2	5.78	1.57	5.34	6.22	3.13	0
1810020D17Rik	104.03	0.32	0.33	0.98	0.33	0.54	117.3	90.77	105.45	129.14	79.06	102.48
1810022K09Rik	225.53	0.16	0.3	0.54	0.59	0.77	240.1	210.96	224.25	255.95	275.53	146.4
1810024B03Rik	0.58	0.1	0.16	0.6	0.55	2	1.17	0	0	2.33	0	0
1810026B05Rik	526.09	-0.06	0.21	-0.28	0.78	0.88	513.82	538.35	460.5	567.15	544.79	531.91
1810026J23Rik	972.47	-0.03	0.19	-0.18	0.86	0.93	961.03	983.91	950.37	971.69	1030.88	936.94
1810027O10Rik	185.23	-0.55	0.28	-1.94	0.052	0.16	145.99	224.47	153.5	138.48	187.86	261.08
1810029B16Rik	137.42	0.55	0.31	1.79	0.073	0.21	167.46	107.38	194.88	140.04	113.5	101.26
1810030N24Rik	338.38	0.61	0.24	2.6	0.0092	0.047	415	261.75	413.79	416.22	288.05	235.46
1810030O07Rik	1966.44	0.24	0.17	1.41	0.16	0.35	2136.5	1796.38	2153.02	2119.99	1740.84	1851.93
1810031K17Rik	2575.23	-0.37	0.2	-1.89	0.059	0.18	2228.47	2921.98	2418.65	2038.3	2460.97	3383
1810032O08Rik	211.75	0.09	0.28	0.31	0.76	0.87	219.66	203.85	245.6	193.72	244.22	163.48
1810033B17Rik	8.59	-0.14	0.41	-0.35	0.73	2	7	10.19	0	14	9.39	10.98
1810035L17Rik	246.48	-0.18	0.28	-0.66	0.51	0.71	229.71	263.24	232.25	227.17	326.41	200.08
1810037I17Rik	2245.3	-0.62	0.22	-2.89	0.0038	0.024	1737.57	2753.03	1620.44	1854.7	3386.96	2119.1
1810043G02Rik	59.22	0.38	0.37	1.02	0.31	0.53	69.21	49.23	70.74	67.68	50.88	47.58
1810043H04Rik	70.68	-0.41	0.36	-1.15	0.25	0.46	58.09	83.28	54.73	61.46	77.49	89.06
1810046J19Rik	1135.01	-0.46	0.21	-2.24	0.025	0.099	947.18	1322.84	1051.82	842.55	1490.36	1155.32
1810046K07Rik	0.67	0.11	0.17	0.63	0.53	2	1.33	0	2.67	0	0	0
1810048J11Rik	143.87	0.19	0.29	0.66	0.51	0.71	154.72	133.02	156.17	153.26	133.07	132.98
1810049H13Rik	50.58	0.13	0.4	0.32	0.75	0.86	53.98	47.17	57.4	50.57	62.62	31.72
1810055G02Rik	122.06	-0.14	0.31	-0.45	0.66	0.81	114.85	129.28	97.44	132.26	126.81	131.76
1810058I24Rik	551.82	-0.16	0.22	-0.73	0.46	0.67	518.45	585.18	493.87	543.03	510.35	660.01
1810062O18Rik	7.35	0.45	0.42	1.08	0.28	2	10.95	3.74	13.35	8.56	6.26	1.22
1810063B05Rik	141.07	0.19	0.32	0.58	0.56	0.74	151.99	130.16	137.48	166.49	165.16	95.16
1810063B07Rik	283.88	0.39	0.26	1.5	0.13	0.31	325.2	242.56	281.64	368.76	271.61	213.5
1810064F22Rik	1.76	-0.08	0.27	-0.29	0.77	2	1.33	2.18	2.67	0	3.13	1.22
1810074P20Rik	1758.97	0.13	0.22	0.58	0.56	0.75	1845.67	1672.28	2052.91	1638.42	2067.24	1277.32
2010000I03Rik	43.88	0.78	0.42	1.87	0.062	0.18	60.66	27.11	70.74	50.57	38.35	15.86
2010001E11Rik	0.97	0.03	0.21	0.15	0.88	2	1.17	0.78	0	2.33	1.57	0
2010001M06Rik	3.37	-0.04	0.36	-0.11	0.91	2	3.17	3.57	4	2.33	4.7	2.44
2010001M09Rik	2.7	-0.41	0.33	-1.24	0.21	2	0.39	5.01	0	0.78	3.91	6.1
2010002M12Rik	76.1	0.68	0.37	1.83	0.068	0.2	99.08	53.13	118.8	79.35	69.66	36.6
2010002N04Rik	207.26	-0.18	0.29	-0.61	0.54	0.73	193.63	220.9	202.89	184.38	277.09	164.7
2010005H15Rik	0.5	-0.02	0.16	-0.1	0.92	2	0.39	0.61	0	0.78	0	1.22
2010007H12Rik	232.33	-0.75	0.26	-2.85	0.0044	0.027	167.38	297.28	153.5	181.27	270.05	324.51
2010011I20Rik	141.67	0.6	0.3	2.05	0.041	0.14	175.01	108.33	178.86	171.15	116.63	100.04
2010012O05Rik	210.24	0.01	0.3	0.04	0.97	0.99	211.64	208.83	201.55	221.72	270.05	147.62
2010015L04Rik	56.37	-0.02	0.38	-0.04	0.96	0.98	56.15	56.58	64.07	48.23	59.49	53.68
2010016I18Rik	1141.69	1	0.27	3.67	0.00025	0.0025	1562.3	721.07	1740.57	1384.02	1006.62	435.53
2010106G01Rik	3058.73	0.14	0.17	0.84	0.4	0.62	3212.73	2904.74	3351.67	3073.79	2854.69	2954.79
2010107E04Rik	3079.79	0.6	0.22	2.81	0.005	0.029	3756	2403.58	3813.5	3698.5	2997.94	1809.23
2010107G12Rik	5.51	-0.42	0.4	-1.04	0.3	2	2.61	8.4	1.33	3.89	7.04	9.76
2010107G23Rik	3.36	0.51	0.35	1.46	0.14	2	6.34	0.39	8.01	4.67	0.78	0
2010107H07Rik	82.71	0.18	0.34	0.52	0.6	0.77	88.72	76.7	84.09	93.36	70.45	82.96
2010109I03Rik	47.84	1.41	0.42	3.38	0.00072	0.0061	77.1	18.58	69.41	84.8	27.4	9.76
2010109K11Rik	529.07	-0.44	0.23	-1.94	0.052	0.16	441.68	616.46	420.46	462.9	511.92	721.01
2010111I01Rik	751.2	-1.39	0.21	-6.74	1.60E-11	6.30E-10	397.43	1104.97	391.09	403.77	1235.18	974.76
2010204K13Rik	8.4	-0.1	0.44	-0.22	0.83	2	7.62	9.19	6.67	8.56	8.61	9.76
2010300C02Rik	31.35	-0.78	0.44	-1.77	0.076	0.21	18.51	44.2	16.02	21.01	27.4	61
2010305A19Rik	276.39	-0.2	0.25	-0.81	0.42	0.63	255.06	297.72	245.6	264.51	268.48	326.95
2010317E24Rik	374.69	-0.44	0.26	-1.71	0.087	0.23	311.2	438.17	290.98	331.42	333.45	542.89
2010320M18Rik	29.05	-0.31	0.44	-0.7	0.49	0.69	24.01	34.09	20.02	28.01	24.27	43.92
2010321M09Rik	1190.15	0.05	0.19	0.23	0.82	0.91	1208.98	1171.32	1197.31	1220.65	1023.84	1318.8
2200002D01Rik	5.71	-0.17	0.41	-0.43	0.67	2	4.45	6.96	2.67	6.22	7.83	6.1
2200002K05Rik	0.2	-0.08	0.14	-0.52	0.6	2	0	0.39	0	0	0.78	0
2210009G21Rik	318.01	0.48	0.25	1.96	0.05	0.16	375.88	260.14	416.46	335.31	287.27	233.02
2210010C04Rik	2.72	0.46	0.31	1.45	0.15	2	5.45	0	9.34	1.56	0	0
2210010C17Rik	256.59	-0.48	0.26	-1.84	0.066	0.19	209.53	303.66	198.88	220.17	255.96	351.35
2210012G02Rik	735.03	0.33	0.19	1.68	0.094	0.24	822.34	647.72	835.58	809.1	670.82	624.63
2210013O21Rik	129.28	0.37	0.31	1.19	0.23	0.44	147.76	110.8	141.49	154.04	94.71	126.88
2210015D19Rik	130.73	0.83	0.31	2.69	0.0071	0.038	172.5	88.96	157.51	187.49	98.63	79.3
2210016F16Rik	1171.95	0.3	0.21	1.41	0.16	0.35	1298.5	1045.39	1337.46	1259.55	850.07	1240.72
2210016L21Rik	525.13	0.15	0.21	0.73	0.47	0.67	553.98	496.28	539.26	568.7	481.39	511.17
2210018M11Rik	1377.65	0.28	0.2	1.42	0.16	0.34	1519.24	1236.07	1494.97	1543.51	1425.39	1046.74
2210020M01Rik	4.72	0.05	0.39	0.13	0.9	2	5	4.44	5.34	4.67	1.57	7.32
2210021J22Rik	251.57	0.32	0.25	1.28	0.2	0.4	282.29	220.85	264.29	300.3	237.96	203.74
2210403K04Rik	118.12	-0.64	0.32	-2.02	0.043	0.14	88.45	147.79	101.44	75.46	136.98	158.6
2210404J11Rik	190.96	-0.06	0.27	-0.22	0.82	0.91	186.62	195.3	184.2	189.05	202.73	187.88
2210404O07Rik	139.89	-0.56	0.32	-1.73	0.084	0.23	109.53	170.25	133.48	85.58	205.08	135.42
2210408I21Rik	30.08	0.44	0.44	1.01	0.31	0.53	37.41	22.76	32.04	42.79	32.09	13.42
2210411K11Rik	66.92	0.15	0.37	0.42	0.68	0.82	71.38	62.45	58.73	84.02	71.23	53.68
2210417A02Rik	20.56	0.18	0.45	0.39	0.7	2	22.79	18.32	25.36	20.23	19.57	17.08
2300009A05Rik	25.56	0.26	0.45	0.58	0.56	0.75	29.8	21.32	34.7	24.9	32.88	9.76
2310001A20Rik	848.01	-0.23	0.2	-1.15	0.25	0.46	774.97	921.04	787.53	762.42	803.89	1038.2
2310002J15Rik	0.2	-0.08	0.14	-0.52	0.6	2	0	0.39	0	0	0.78	0
2310003C23Rik	1587.35	0.2	0.21	0.95	0.34	0.56	1705.15	1469.54	1565.71	1844.58	1755.71	1183.38
2310003F16Rik	1413.36	-0.16	0.2	-0.81	0.42	0.63	1327.97	1498.75	1366.83	1289.11	1249.27	1748.23
2310003H01Rik	444.7	-0.94	0.24	-3.9	9.60E-05	0.0011	293.41	596	261.62	325.19	497.83	694.17
2310003L22Rik	314.29	0.43	0.24	1.78	0.075	0.21	363.9	264.69	331.03	396.77	273.18	256.2
2310004I24Rik	1040.32	0.66	0.2	3.32	0.00091	0.0074	1287.62	793.03	1346.81	1228.43	893.12	692.95
2310004N24Rik	248.69	-0.46	0.31	-1.48	0.14	0.32	203.18	294.2	162.84	243.51	396.85	191.54
2310005G13Rik	0.73	-0.01	0.18	-0.08	0.94	2	0.67	0.78	1.33	0	1.57	0
2310007A19Rik	0.92	-0.05	0.2	-0.23	0.82	2	0.67	1.17	1.33	0	2.35	0
2310007L24Rik	6.8	-0.12	0.39	-0.3	0.77	2	5.78	7.83	5.34	6.22	15.66	0
2310008H04Rik	605.41	0.21	0.21	1.04	0.3	0.52	653.07	557.76	695.43	610.71	529.92	585.59
2310008H09Rik	1419.91	0.52	0.21	2.51	0.012	0.058	1689.28	1150.55	1752.58	1625.97	1369.03	932.06
2310009B15Rik	21.95	-0.3	0.45	-0.67	0.51	0.71	17.95	25.94	13.35	22.56	25.05	26.84
2310010M20Rik	9.07	-0.11	0.44	-0.26	0.8	2	8.17	9.97	9.34	7	10.18	9.76
2310011J03Rik	738.96	-0.48	0.2	-2.48	0.013	0.061	610.14	867.79	612.67	607.6	907.21	828.37
2310014H01Rik	8638.46	-0.71	0.16	-4.43	9.40E-06	0.00015	6502.75	10774.16	6704.67	6300.84	11062.62	10485.71
2310014L17Rik	29.65	-0.13	0.43	-0.29	0.77	0.88	27.69	31.61	32.04	23.34	26.61	36.6
2310015A10Rik	127.86	0.89	0.31	2.9	0.0038	0.024	172.07	83.66	190.88	153.26	89.23	78.08
2310016C08Rik	367.43	-0.54	0.23	-2.38	0.017	0.074	295.31	439.55	304.33	286.3	439.91	439.19
2310016M24Rik	380.47	0.22	0.25	0.88	0.38	0.6	412.87	348.07	364.4	461.34	417.99	278.16
2310021P13Rik	2383.51	0.19	0.17	1.1	0.27	0.49	2546.11	2220.91	2688.27	2403.95	2304.42	2137.4
2310022A10Rik	751.8	0.01	0.2	0.06	0.95	0.98	755.57	748.04	763.5	747.64	792.14	703.93
2310022B05Rik	192.96	0.03	0.28	0.1	0.92	0.96	194.84	191.08	169.52	220.17	200.38	181.78
2310028H24Rik	178.2	-0.05	0.3	-0.17	0.87	0.93	175.23	181.16	185.54	164.93	229.35	132.98
2310028O11Rik	1612.04	0.02	0.17	0.13	0.9	0.95	1624.77	1599.31	1648.47	1601.08	1566.28	1632.33
2310030G06Rik	0.91	-0.14	0.19	-0.73	0.46	2	0	1.83	0	0	0	3.66
2310030N02Rik	131.7	0.85	0.3	2.83	0.0046	0.028	174.73	88.66	177.53	171.93	93.15	84.18
2310033P09Rik	613.69	-0.03	0.22	-0.12	0.9	0.95	607.6	619.79	652.71	562.48	539.32	700.27
2310035C23Rik	1094.93	0.47	0.19	2.5	0.013	0.059	1279.58	910.28	1265.38	1293.78	980	840.56
2310035K24Rik	165.35	0.27	0.28	0.94	0.34	0.56	182.12	148.57	177.53	186.71	138.55	158.6
2310036O22Rik	3402.24	-0.55	0.24	-2.31	0.021	0.086	2707.18	4097.3	3288.93	2125.43	3051.16	5143.43
2310037I24Rik	1371.41	0.15	0.22	0.67	0.5	0.7	1444.04	1298.77	1341.47	1546.62	1015.23	1582.31
2310039H08Rik	78.85	0	0.35	-0.01	0.99	1	78.66	79.04	69.41	87.91	86.1	71.98
2310042D19Rik	107.38	0.21	0.33	0.64	0.53	0.72	116.8	97.96	116.13	117.47	116.63	79.3
2310042E22Rik	9.98	-1.26	0.43	-2.9	0.0038	2	0.67	19.29	1.33	0	11.74	26.84
2310044G17Rik	1053.77	0.37	0.19	1.95	0.051	0.16	1196.41	911.14	1179.96	1212.87	998.79	823.49
2310044H10Rik	1309.66	-0.07	0.19	-0.36	0.72	0.85	1279.28	1340.05	1334.79	1223.76	1441.83	1238.28
2310045N01Rik	504.29	0.72	0.22	3.23	0.0013	0.0096	636.8	371.77	600.66	672.95	422.69	320.85
2310046K01Rik	121.06	-1.94	0.32	-6.02	1.80E-09	5.50E-08	41.25	200.86	37.37	45.12	219.95	181.78
2310046O06Rik	499	-0.18	0.22	-0.85	0.4	0.61	465.21	532.79	479.19	451.23	486.09	579.49
2310047B19Rik	106.73	0.34	0.33	1.02	0.31	0.53	121.63	91.83	100.11	143.15	108.02	75.64
2310047M10Rik	243.13	-0.43	0.26	-1.67	0.094	0.24	203.92	282.34	224.25	183.6	264.57	300.11
2310050B05Rik	0.86	0.07	0.2	0.38	0.7	2	1.33	0.39	2.67	0	0.78	0
2310057J16Rik	3.9	0.14	0.37	0.39	0.69	2	4.84	2.96	2.67	7	4.7	1.22
2310057M21Rik	225.48	-0.12	0.26	-0.45	0.65	0.81	215.36	235.6	198.88	231.84	252.83	218.38
2310061C15Rik	587.05	-1.25	0.25	-5.11	3.30E-07	6.90E-06	327.54	846.55	290.98	364.09	651.25	1041.86
2310061I04Rik	603.58	0.15	0.23	0.66	0.51	0.71	638.05	569.12	651.38	624.72	677.08	461.15
2310061J03Rik	48.56	0.29	0.4	0.72	0.47	0.68	54.81	42.31	42.71	66.91	40.7	43.92
2310067B10Rik	1821	0.55	0.17	3.18	0.0015	0.011	2180.57	1461.44	2142.34	2218.79	1535.76	1387.12
2310068J16Rik	0.89	0.05	0.2	0.26	0.8	2	1.17	0.61	0	2.33	0	1.22
2310079F23Rik	250.33	-0.11	0.26	-0.4	0.69	0.83	239.76	260.9	200.22	279.29	269.27	252.54
2310079N02Rik	119.87	0.15	0.33	0.46	0.65	0.8	127.64	112.1	121.47	133.81	142.46	81.74
2400001E08Rik	1926.46	0.21	0.2	1.06	0.29	0.51	2073.69	1779.24	2094.29	2053.08	2077.42	1481.05
2400003C14Rik	2351.19	0.08	0.17	0.48	0.63	0.79	2421.36	2281.01	2560.13	2282.59	2194.05	2367.98
2410001C21Rik	2053.99	-0.11	0.18	-0.61	0.54	0.73	1972.29	2135.69	2012.87	1931.72	1941.22	2330.16
2410002F23Rik	372	0.03	0.23	0.12	0.9	0.95	376.43	367.57	400.44	352.42	398.42	336.71
2410002I01Rik	425.3	-0.26	0.22	-1.18	0.24	0.45	384.08	466.52	364.4	403.77	443.82	489.21
2410002O22Rik	830.42	0.01	0.2	0.07	0.94	0.97	834.31	826.52	766.17	902.45	864.94	788.11
2410003K15Rik	484.36	-0.17	0.27	-0.63	0.53	0.72	451.62	517.1	408.45	494.79	352.24	681.97
2410004A20Rik	16.14	-0.13	0.45	-0.29	0.77	2	14.73	17.54	14.68	14.78	18	17.08
2410004B18Rik	305.48	-0.31	0.28	-1.09	0.27	0.49	267.44	343.52	213.57	321.3	255.18	431.87
2410006H16Rik	863.53	0.01	0.21	0.03	0.97	0.99	866.81	860.24	1017.11	716.52	866.51	853.98
2410012M07Rik	0.7	-0.06	0.2	-0.3	0.76	2	0.39	1	0	0.78	0.78	1.22
2410015M20Rik	357.79	-0.3	0.23	-1.32	0.19	0.39	318.04	397.54	307	329.08	404.68	390.39
2410016O06Rik	438.72	0.01	0.22	0.04	0.97	0.98	439.68	437.76	425.8	453.56	396.07	479.45
2410017I17Rik	0.59	-0.03	0.17	-0.2	0.84	2	0.39	0.78	0	0.78	1.57	0
2410018L13Rik	5.93	0.01	0.4	0.02	0.99	2	6.12	5.74	10.68	1.56	7.83	3.66
2410022L05Rik	37.52	0.54	0.42	1.3	0.19	0.4	47.36	27.68	38.71	56.01	29.74	25.62
2410042D21Rik	516.52	-0.06	0.22	-0.27	0.78	0.89	505.28	527.76	488.53	522.02	598.02	457.49
2410066E13Rik	64.5	-0.28	0.37	-0.77	0.44	0.66	56.48	72.51	50.72	62.24	76.71	68.32
2410075B13Rik	119.77	-0.12	0.31	-0.39	0.7	0.84	113.57	125.98	98.77	128.37	118.98	132.98
2410076I21Rik	10.77	-0.49	0.45	-1.08	0.28	2	6.56	14.97	5.34	7.78	14.09	15.86
2410089E03Rik	824.29	0.47	0.2	2.41	0.016	0.07	964.29	684.3	887.64	1040.93	692.73	675.87
2410091C18Rik	480.83	-0.13	0.23	-0.58	0.56	0.75	456.46	505.2	411.12	501.8	451.65	558.75
2410127L17Rik	760.87	0.35	0.24	1.46	0.14	0.32	861.37	660.37	880.96	841.77	835.2	485.55
2410131K14Rik	281.7	0.38	0.25	1.51	0.13	0.31	321.93	241.47	288.32	355.54	264.57	218.38
2500003M10Rik	3915.51	0.2	0.18	1.08	0.28	0.5	4195.86	3635.17	4396.81	3994.91	4100.83	3169.5
2510002D24Rik	362.37	0.48	0.25	1.91	0.056	0.17	428.55	296.2	391.09	466.01	356.93	235.46
2510003E04Rik	528.75	0.45	0.21	2.09	0.037	0.13	615.54	441.96	655.38	575.7	472.78	411.13
2510006D16Rik	1389.08	-0.48	0.25	-1.93	0.053	0.17	1142.1	1636.07	1262.71	1021.48	1131.07	2141.06
2510009E07Rik	30.65	0.81	0.43	1.87	0.062	0.18	43.31	17.98	54.73	31.9	16.44	19.52
2510012J08Rik	910.36	-0.43	0.19	-2.21	0.027	0.1	769.42	1051.29	788.86	749.97	964.35	1138.24
2510039O18Rik	2113.39	-0.17	0.18	-0.97	0.33	0.55	1982.71	2244.06	1943.46	2021.96	2066.46	2421.66
2510049J12Rik	4.32	-0.23	0.38	-0.6	0.55	2	2.89	5.74	2.67	3.11	7.83	3.66
2610001J05Rik	742.34	0.14	0.2	0.72	0.47	0.68	781.1	703.57	826.24	735.97	726.39	680.75
2610002D18Rik	387.98	-0.38	0.23	-1.7	0.089	0.24	333.39	442.57	328.36	338.42	472.78	412.35
2610002I17Rik	294.87	-0.33	0.26	-1.28	0.2	0.4	257.33	332.4	241.6	273.07	273.18	391.61
2610002J02Rik	968.11	-0.6	0.21	-2.92	0.0035	0.022	758.05	1178.16	710.11	805.98	1016.79	1339.54
2610002M06Rik	768.96	0.68	0.22	3.05	0.0023	0.016	958.37	579.56	954.38	962.36	694.3	464.81
2610005L07Rik	72.3	0.19	0.36	0.53	0.6	0.77	77.99	66.6	68.07	87.91	67.32	65.88
2610008E11Rik	275.01	0.72	0.25	2.89	0.0038	0.024	347.44	202.58	313.68	381.21	205.08	200.08
2610015P09Rik	108.79	0.42	0.32	1.31	0.19	0.39	127.2	90.38	136.15	118.25	78.28	102.48
2610018G03Rik	2721.46	0.25	0.17	1.48	0.14	0.32	2968.55	2474.38	2805.74	3131.36	2370.95	2577.81
2610019F03Rik	107.94	0.73	0.32	2.3	0.021	0.087	139.32	76.57	149.5	129.14	77.49	75.64
2610020H08Rik	354.82	-1.01	0.23	-4.39	1.10E-05	0.00017	227.87	481.76	221.58	234.17	496.26	467.25
2610021K21Rik	76.78	0.18	0.36	0.49	0.62	0.79	82.67	70.88	96.11	69.24	56.36	85.4
2610024G14Rik	788.1	-0.04	0.2	-0.21	0.83	0.91	775.39	800.82	716.78	833.99	775.71	825.93
2610027L16Rik	1689.38	-0.07	0.17	-0.42	0.67	0.82	1644.39	1734.38	1641.8	1646.98	1657.08	1811.67
2610028H24Rik	0.2	-0.08	0.14	-0.52	0.6	2	0	0.39	0	0	0.78	0
2610029G23Rik	1152.91	0.11	0.24	0.46	0.64	0.8	1202.38	1103.44	1497.64	907.12	1282.15	924.74
2610029I01Rik	596.05	-0.07	0.21	-0.36	0.72	0.85	580.3	611.81	620.68	539.92	594.11	629.51
2610034B18Rik	3.83	-0.63	0.35	-1.77	0.076	2	0	7.67	0	0	3.13	12.2
2610035D17Rik	256.4	1	0.26	3.83	0.00013	0.0014	350.14	162.65	393.76	306.52	177.68	147.62
2610039C10Rik	1079.13	-0.96	0.22	-4.31	1.60E-05	0.00024	711.94	1446.32	750.15	673.73	1133.42	1759.21
2610044O15Rik	192.98	0.5	0.27	1.85	0.064	0.19	229.26	156.7	218.91	239.62	159.68	153.72
2610101N10Rik	4278.32	0.1	0.17	0.59	0.56	0.74	4427.68	4128.95	4359.43	4495.93	3876.96	4380.94
2610204G22Rik	7.33	-0.1	0.42	-0.24	0.81	2	6.56	8.09	5.34	7.78	12.52	3.66
2610301B20Rik	155.13	1.48	0.3	4.89	1.00E-06	1.90E-05	237.77	72.5	224.25	251.29	87.67	57.34
2610301G19Rik	3450.14	0.3	0.17	1.77	0.077	0.21	3820.78	3079.5	4045.76	3595.81	3213.97	2945.03
2610305D13Rik	2.17	0.04	0.3	0.12	0.91	2	2.33	2	0	4.67	1.57	2.44
2610306M01Rik	78.34	-0.13	0.35	-0.37	0.71	0.84	74.22	82.47	76.08	72.35	97.84	67.1
2610318N02Rik	469.1	-0.09	0.22	-0.41	0.68	0.83	454.19	484	452.49	455.89	516.62	451.39
2610507B11Rik	7759.36	0.05	0.16	0.33	0.74	0.86	7906.05	7612.66	7880.62	7931.48	7757.84	7467.49
2610524H06Rik	277.11	0.54	0.24	2.21	0.027	0.1	332.49	221.73	311.01	353.98	223.87	219.6
2610528E23Rik	372.12	-0.47	0.26	-1.78	0.075	0.21	306.1	438.14	315.01	297.19	324.84	551.43
2700007P21Rik	730.53	0.26	0.2	1.3	0.2	0.4	799.71	661.34	812.89	786.53	598.02	724.67
2700023E23Rik	69.3	0.3	0.36	0.83	0.41	0.63	78.33	60.28	73.41	83.24	68.1	52.46
2700029M09Rik	2095.62	-0.16	0.18	-0.93	0.35	0.57	1971.56	2219.68	1862.04	2081.09	2086.03	2353.34
2700046G09Rik	2.28	0.08	0.32	0.26	0.79	2	2.78	1.78	4	1.56	2.35	1.22
2700049A03Rik	546.24	0.11	0.21	0.54	0.59	0.77	568.39	524.1	576.63	560.14	504.09	544.11
2700050L05Rik	989.29	0.11	0.19	0.56	0.58	0.76	1027.57	951.01	987.75	1067.38	862.59	1039.42
2700060E02Rik	2861.4	0.01	0.18	0.07	0.94	0.97	2874.7	2848.09	2835.1	2914.3	3131.79	2564.39
2700062C07Rik	219.49	0.08	0.27	0.31	0.76	0.87	227.16	211.82	244.27	210.05	241.87	181.78
2700078E11Rik	1487.52	0.4	0.2	1.96	0.05	0.16	1702.09	1272.95	1696.52	1707.66	1494.27	1051.62
2700078K21Rik	316.01	-0.39	0.24	-1.58	0.11	0.28	269.9	362.12	268.29	271.51	313.1	411.13
2700081O15Rik	31.55	-0.19	0.43	-0.45	0.65	0.81	28.41	34.69	28.03	28.79	35.22	34.16
2700089E24Rik	469.16	0.74	0.24	3.05	0.0023	0.016	597.13	341.19	610	584.26	416.42	265.96
2700094K13Rik	1636.31	0.17	0.21	0.81	0.42	0.63	1740.45	1532.18	1468.27	2012.63	1776.06	1288.3
2700097O09Rik	194.52	-0.22	0.27	-0.82	0.41	0.63	178.01	211.03	170.85	185.16	209.78	212.28
2700099C18Rik	190.65	-0.54	0.29	-1.85	0.064	0.19	149.65	231.66	128.14	171.15	183.95	279.37
2810001G20Rik	264.14	-0.94	0.31	-3	0.0027	0.018	168.34	359.95	184.2	152.48	216.04	503.85
2810002D19Rik	157.98	0.61	0.29	2.1	0.036	0.13	195.18	120.78	184.2	206.16	135.42	106.14
2810002N01Rik	385.6	0.47	0.26	1.8	0.071	0.2	454.92	316.28	467.18	442.67	400.77	231.8
2810004N23Rik	698.66	0.32	0.21	1.53	0.13	0.3	779.81	617.51	799.54	760.08	687.26	547.77
2810006K23Rik	207.21	0.85	0.3	2.83	0.0047	0.028	275.1	139.31	341.71	208.5	165.16	113.46
2810008D09Rik	164.65	-0.8	0.3	-2.7	0.0068	0.037	114.92	214.38	138.82	91.02	215.26	213.5
2810008M24Rik	1624.86	-0.01	0.24	-0.06	0.95	0.98	1616.73	1632.99	1557.7	1675.76	2142.39	1123.6
2810021B07Rik	184.29	0.29	0.31	0.93	0.35	0.57	205.57	163.01	185.54	225.61	211.34	114.68
2810021J22Rik	266.37	0.81	0.27	3.04	0.0023	0.016	347.25	185.49	391.09	303.41	216.04	154.94
2810025M15Rik	5.79	-0.75	0.41	-1.86	0.063	2	1.06	10.53	1.33	0.78	12.52	8.54
2810030E01Rik	11.94	-0.5	0.45	-1.1	0.27	2	7.51	16.37	8.01	7	15.66	17.08
2810046L04Rik	775.93	0.41	0.21	1.93	0.053	0.17	893.9	657.96	943.7	844.11	760.83	555.09
2810047C21Rik1	11.94	0.37	0.45	0.83	0.41	2	15.57	8.31	18.69	12.45	11.74	4.88
2810055F11Rik	0.2	-0.08	0.14	-0.52	0.6	2	0	0.39	0	0	0.78	0
2810403A07Rik	1800.21	-0.04	0.17	-0.24	0.81	0.9	1773.15	1827.28	1796.63	1749.67	1783.11	1871.45
2810403D21Rik	13.41	0	0.45	0	1	2	13.45	13.36	16.02	10.89	13.31	13.42
2810405K02Rik	8.49	0.14	0.44	0.31	0.76	2	9.62	7.36	10.68	8.56	8.61	6.1
2810407C02Rik	5508.08	0.19	0.16	1.16	0.25	0.46	5875.18	5140.98	5734.27	6016.1	5300.79	4981.17
2810408A11Rik	20.52	-0.36	0.45	-0.8	0.42	2	15.96	25.08	18.69	13.23	17.22	32.94
2810408M09Rik	214.82	0.03	0.27	0.12	0.91	0.95	216.81	212.84	200.22	233.39	179.25	246.44
2810410L24Rik	1.44	-0.06	0.25	-0.25	0.8	2	1.06	1.83	1.33	0.78	0	3.66
2810417H13Rik	11144.16	-0.28	0.17	-1.65	0.098	0.25	10004.75	12283.56	10264.56	9744.94	10902.15	13664.97
2810422J05Rik	1362.94	0.18	0.2	0.89	0.37	0.59	1453.79	1272.09	1524.33	1383.24	1475.49	1068.7
2810422O20Rik	94.7	0.41	0.33	1.23	0.22	0.43	110.85	78.56	108.12	113.58	90.02	67.1
2810428I15Rik	254.48	-0.16	0.26	-0.63	0.53	0.72	238.99	269.96	237.59	240.39	315.45	224.48
2810429I04Rik	14.88	0.62	0.45	1.36	0.18	2	21.01	8.75	18.69	23.34	10.18	7.32
2810432D09Rik	227.29	-1.01	0.28	-3.55	0.00039	0.0037	141.53	313.06	113.46	169.6	263.79	362.33
2810442I21Rik	24.98	-0.44	0.44	-0.99	0.32	0.54	19.01	30.95	24.03	14	28.96	32.94
2810453I06Rik	275.55	0.11	0.25	0.44	0.66	0.81	286.57	264.53	245.6	327.53	260.66	268.4
2810454H06Rik	9.46	0.63	0.44	1.43	0.15	2	14.56	4.35	12.01	17.12	6.26	2.44
2810459M11Rik	0.39	0.09	0.16	0.58	0.56	2	0.78	0	0	1.56	0	0
2810474O19Rik	2487.54	0.25	0.21	1.17	0.24	0.45	2716.93	2258.14	2556.13	2877.74	2771.72	1744.57
